date,TWTR
2017-11-03,0.009640000000000001
2017-11-06,-0.025628
2017-11-07,0.013925
2017-11-08,-0.0035610000000000004
2017-11-09,0.015824
2017-11-10,0.021106
2017-11-13,-0.007382
2017-11-14,-0.005948999999999999
2017-11-15,-0.0069830000000000005
2017-11-16,0.022602
2017-11-17,0.019646
2017-11-20,0.017823
2017-11-21,0.035495
2017-11-22,0.017824
2017-11-24,0.006736
2017-11-27,-0.026762
2017-11-28,0.000458
2017-11-29,-0.047641
2017-11-30,-0.010101
2017-12-01,0.0063170000000000006
2017-12-04,-0.014969
2017-12-05,0.018137
2017-12-06,0.015406999999999999
2017-12-07,-0.0037930000000000004
2017-12-08,0.004284
2017-12-11,0.045023999999999995
2017-12-12,-0.018141
2017-12-13,0.00046199999999999995
